assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_000337935.2	PRJNA167554	SAMN02981415	AKCR00000000.2	representative genome	8932	8932	Columba livia	breed=Danish Tumbler		latest	Scaffold	Major	Full	13/12/2017	Cliv_2.1	BGI	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/935/GCA_000337935.2_Cliv_2.1		
GCA_001887795.1	PRJNA347893	SAMN02981415	MLQZ00000000.1	na	8932	8932	Columba livia	breed=Danish Tumbler		latest	Chromosome	Major	Full	02/12/2016	colLiv2	Royal Veterinary College	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/795/GCA_001887795.1_colLiv2		
GCA_000337955.1	PRJNA159791	SAMN02981425	AKMT00000000.1	representative genome	8954	8954	Falco peregrinus			latest	Scaffold	Major	Full	05/02/2013	F_peregrinus_v1.0	BGI	GCF_000337955.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/337/955/GCA_000337955.1_F_peregrinus_v1.0		
GCA_001887755.1	PRJNA347893	SAMN02981425	MLQY00000000.1	na	8954	8954	Falco peregrinus			latest	Chromosome	Major	Full	02/12/2016	falPer2	Royal Veterinary College	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/887/755/GCA_001887755.1_falPer2		
GCA_000696035.1	PRJNA222866	SAMN02371870	JDSB00000000.1	na	216574	8962	Aquila chrysaetos canadensis			latest	Scaffold	Major	Full	30/05/2014	AquilaChrysaetos1	Purdue University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/696/035/GCA_000696035.1_AquilaChrysaetos1		
GCA_000766835.1	PRJNA256103	SAMN03079786	JRUM00000000.1	representative genome	216574	8962	Aquila chrysaetos canadensis		GSEH35GE	latest	Scaffold	Major	Full	14/10/2014	Aquila_chrysaetos-1.0.2	The Genome Institute - Washington University School of Medicine	GCF_000766835.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/766/835/GCA_000766835.1_Aquila_chrysaetos-1.0.2		
GCA_000691405.1	PRJNA212896	SAMN02333670	JJRL00000000.1	representative genome	8969	8969	Haliaeetus albicilla		BGI_N329	latest	Scaffold	Major	Full	15/05/2014	ASM69140v1	BGI	GCF_000691405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/691/405/GCA_000691405.1_ASM69140v1		
GCA_002078875.2	PRJNA352321	SAMN05969731	MTSP00000000.1	representative genome	8996	8996	Numida meleagris	breed=g44 Domestic line	19003	latest	Chromosome	Major	Full	01/06/2017	NumMel1.0	INRA	GCF_002078875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/078/875/GCA_002078875.2_NumMel1.0		
GCA_001870855.1	PRJNA330991	SAMN05433571	MOXI00000000.1	representative genome	211916	9004	Tympanuchus cupido pinnatus		GPC 3440	latest	Scaffold	Major	Full	07/11/2016	T_cupido_pinnatus_GPC_3440_v1	Revive & Restore Heath Hen De-extinction Team	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/870/855/GCA_001870855.1_T_cupido_pinnatus_GPC_3440_v1		
GCA_002218305.1	PRJNA301734	SAMN04255336	MCFN00000000.1	representative genome	9009	9009	Callipepla squamata	strain=Texas		latest	Scaffold	Major	Full	13/07/2017	ASM221830v1	Texas A&M University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/218/305/GCA_002218305.1_ASM221830v1		
GCA_000599465.2	PRJNA188411	SAMN02981558	AWGT00000000.2	representative genome	9014	9014	Colinus virginianus	strain=Texas		latest	Scaffold	Major	Full	13/07/2017	ASM59946v2	Texas A&M University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/465/GCA_000599465.2_ASM59946v2		
GCA_000599485.1	PRJNA188411	SAMN02981558	AWGU00000000.1	na	9014	9014	Colinus virginianus	strain=Texas		latest	Scaffold	Major	Full	20/03/2014	NB1.0	Texas A&M University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/599/485/GCA_000599485.1_NB1.0		
GCA_000002315.5	PRJNA13342	SAMN02981218	AADN00000000.5	representative genome	9031	9031	Gallus gallus	breed=Red Jungle fowl, inbred line UCD001	RJF #256	latest	Chromosome	Major	Full	27/03/2018	GRCg6a	Genome Reference Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/315/GCA_000002315.5_GRCg6a		
GCA_002798355.1	PRJNA412424	SAMN07713967	PDMY00000000.1	na	9031	9031	Gallus gallus	breed=Yeonsan Ogye		latest	Chromosome	Major	Full	05/12/2017	Ogye1.0	Hanyang University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/798/355/GCA_002798355.1_Ogye1.0		
GCA_002909625.1	PRJNA396570	SAMN07428836	PPHD00000000.1	representative genome	9083	9083	Bambusicola thoracicus		RTK389	latest	Scaffold	Major	Full	31/01/2018	Bthov1.0	University of Florida	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/909/625/GCA_002909625.1_Bthov1.0		
GCA_000146605.3	PRJNA42129	SAMN02981253	ADDD00000000.2	representative genome	9103	9103	Meleagris gallopavo	breed=Aviagen turkey brand Nicholas breeding stock	NT-WF06-2002-E0010	latest	Chromosome	Major	Full	24/11/2014	Turkey_5.0	Turkey Genome Consortium	GCF_000146605.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/146/605/GCA_000146605.3_Turkey_5.0		
GCA_000534875.1	PRJEB1766	SAMEA3138919	CAVT000000000.1	representative genome	9135	9135	Serinus canaria			latest	Scaffold	Major	Full	15/01/2014	SCA1	MPI MOLGEN	GCF_000534875.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/534/875/GCA_000534875.1_SCA1		
GCA_001522545.2	PRJNA208335	SAMN03083587	JRXK00000000.1	representative genome	9157	9157	Parus major		Abel	latest	Chromosome	Major	Full	30/06/2016	Parus_major1.1	Animal Breeding and Genomics Centre, Wageningen University	GCF_001522545.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/522/545/GCA_001522545.2_Parus_major1.1		
GCA_001447265.1	PRJNA293892	SAMN04029017	LNCF00000000.1	representative genome	9172	9172	Sturnus vulgaris		715	latest	Scaffold	Major	Full	20/11/2015	Sturnus_vulgaris-1.0	McDonnell Genome Institute - Washington University School of Medicine	GCF_001447265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/447/265/GCA_001447265.1_Sturnus_vulgaris-1.0		
GCA_002305835.1	PRJNA319295	SAMN04881205	LXGM00000000.1	representative genome	209779	9182	Phylloscopus trochilus acredula		01L/19	latest	Scaffold	Major	Full	08/06/2016	ASM230583v1	Lund University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/305/835/GCA_002305835.1_ASM230583v1		
GCA_000708925.1	PRJNA212903	SAMN02339889	JMFI00000000.1	representative genome	9209	9209	Phalacrocorax carbo		BGI_N336	latest	Scaffold	Major	Full	17/06/2014	ASM70892v1	BGI	GCF_000708925.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/708/925/GCA_000708925.1_ASM70892v1		
GCA_000687265.1	PRJNA212904	SAMN02339890	JJRE00000000.1	representative genome	9218	9217	Phoenicopterus ruber ruber		BGI_N337	latest	Scaffold	Major	Full	08/05/2014	ASM68726v1	BGI	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/265/GCA_000687265.1_ASM68726v1		
GCA_002870145.1	PRJNA377329	SAMN06459718	NFZL00000000.1	representative genome	9228	9228	Psittacula krameri		jrs2016	latest	Scaffold	Major	Full	09/01/2018	P.krameri1.0	DICE	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/870/145/GCA_002870145.1_P.krameri1.0		
GCA_000699145.1	PRJNA235982	SAMN02596600	JMFQ00000000.1	representative genome	9233	9233	Aptenodytes forsteri		BGI_AS27	latest	Scaffold	Major	Full	06/06/2014	ASM69914v1	BGI	GCF_000699145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/145/GCA_000699145.1_ASM69914v1		
GCA_000699105.1	PRJNA235983	SAMN02596601	JMFP00000000.1	representative genome	9238	9238	Pygoscelis adeliae		BGI_AS28	latest	Scaffold	Major	Full	06/06/2014	ASM69910v1	BGI	GCF_000699105.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/105/GCA_000699105.1_ASM69910v1		
GCA_000699085.1	PRJNA212866	SAMN02265252	JJRV00000000.1	representative genome	9244	9244	Calypte anna		BGI_N300	latest	Scaffold	Major	Full	06/06/2014	ASM69908v1	BGI	GCF_000699085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/085/GCA_000699085.1_ASM69908v1		
GCA_002021895.1	PRJNA368994	SAMN02265252	MUGM00000000.1	na	9244	9244	Calypte anna		BGI_N300	latest	Contig	Major	Full	28/02/2017	Canna_diploid_1.0	Pacific Biosciences	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/021/895/GCA_002021895.1_Canna_diploid_1.0		
GCA_001420675.1	PRJNA294082	SAMN04014659	LMAW00000000.1	representative genome	12930	12930	Amazona aestiva		FVVF132	latest	Scaffold	Major	Full	30/10/2015	ASM142067v1	LNCC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/420/675/GCA_001420675.1_ASM142067v1		
GCA_000238935.1	PRJNA72527	SAMN02981360	AGAI00000000.1	representative genome	13146	13146	Melopsittacus undulatus			latest	Scaffold	Major	Full	02/01/2012	Melopsittacus_undulatus_6.3	The Genome Institute,  Washington University at St. Louis	GCF_000238935.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/238/935/GCA_000238935.1_Melopsittacus_undulatus_6.3		
GCA_000180815.1	PRJEA39865	SAMEA2272176	CABK00000000.1	na	13489	13489	Dicentrarchus labrax			latest	Contig	Major	Partial	12/02/2010	ASM18081v1	European seabass sequencing consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/815/GCA_000180815.1_ASM18081v1		
GCA_000689215.1	PRJEB5099	SAMEA3271076	CBXY000000000.1	representative genome	13489	13489	Dicentrarchus labrax			latest	Scaffold	Major	Full	09/04/2014	seabass_V1.0	MPI-PZ	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/689/215/GCA_000689215.1_seabass_V1.0		
GCA_000230535.1	PRJNA68233	SAMN02981371	AGCU00000000.1	representative genome	13735	13735	Pelodiscus sinensis		Daiwa-1	latest	Scaffold	Major	Full	24/07/2012	PelSin_1.0	P. sinensis genome project consortium	GCF_000230535.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/535/GCA_000230535.1_PelSin_1.0		
GCA_000150895.1	PRJNA29481	SAMN02743803	ABPL00000000.1	representative genome	27751	27751	Melanochromis auratus	strain=Domwe Island		latest	Scaffold	Major	Full	09/07/2008	ASM15089v1	Cichlid Genome Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/895/GCA_000150895.1_ASM15089v1		
GCA_000090745.2	PRJNA18787	SAMN02981230	AAWZ00000000.2	representative genome	28377	28377	Anolis carolinensis			latest	Chromosome	Minor	Full	10/01/2011	AnoCar2.0	Broad Institute	GCF_000090745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/090/745/GCA_000090745.2_AnoCar2.0		
GCA_002289315.1	PRJNA395774	SAMN07414775	NOXD00000000.1	representative genome	28711	28711	Uria lomvia	ecotype=Coats Island		latest	Scaffold	Major	Full	11/09/2017	UriLom_1.1	Cornell University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/289/315/GCA_002289315.1_UriLom_1.1		
GCA_000732505.1	PRJNA89149	SAMN02736898	JPKM00000000.1	representative genome	28743	28743	Cyprinodon variegatus		N-32	latest	Scaffold	Major	Full	22/07/2014	C_variegatus-1.0	Aquatic Genome Models	GCF_000732505.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/732/505/GCA_000732505.1_C_variegatus-1.0		
GCA_002002985.1	PRJDB4708	SAMD00050840	BDFG00000000.1	representative genome	30415	30415	Grus japonensis		451A	latest	Scaffold	Major	Full	10/02/2017	Grus japonensis_ver1.0	Laboratory of Ecogenetics, Environmental Biology Division, National Institute for Environmental Studies	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/985/GCA_002002985.1_Grus_japonensis_ver1.0		
GCA_000692075.1	PRJNA212873	SAMN02302474	JMFL00000000.1	representative genome	30419	30419	Opisthocomus hoazin		BGI_N306	latest	Scaffold	Major	Full	19/05/2014	ASM69207v1	BGI	GCF_000692075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/692/075/GCA_000692075.1_ASM69207v1		
GCA_000690835.1	PRJNA212894	SAMN02324803	JJRN00000000.1	representative genome	30455	30455	Fulmarus glacialis		BGI_N327	latest	Scaffold	Major	Full	13/05/2014	ASM69083v1	BGI	GCF_000690835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/690/835/GCA_000690835.1_ASM69083v1		
GCA_002922805.1	PRJNA401159	SAMN07596545	NVQA00000000.1	representative genome	30732	30732	Oryzias melastigma	strain=HK-1		latest	Scaffold	Major	Full	07/02/2018	Om_v0.7.RACA	Sungkyunkwan University	GCF_002922805.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/922/805/GCA_002922805.1_Om_v0.7.RACA		
GCA_000180615.2	PRJNA1434	SAMEA3138310	CAAB00000000.2	representative genome	31033	31033	Takifugu rubripes			latest	Chromosome	Major	Full	13/10/2011	FUGU5	The Fugu Genome Sequencing Consortium	GCF_000180615.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/615/GCA_000180615.2_FUGU5		
GCA_000800605.1	PRJNA170536	SAMN02780930	JTGP00000000.1	representative genome	31156	31155	Vipera berus berus		VBER.BE-female	latest	Scaffold	Major	Full	10/12/2014	Vber.be_1.0	BCM-HGSC	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/800/605/GCA_000800605.1_Vber.be_1.0		
GCA_001444195.1	PRJNA290781	SAMN03922721	LNCC00000000.1	representative genome	32473	32473	Xiphophorus couchianus			latest	Scaffold	Major	Full	17/11/2015	Xiphophorus_couchianus-4.0.1	McDonnell Genome Institute - Washington University School of Medicine	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/444/195/GCA_001444195.1_Xiphophorus_couchianus-4.0.1		
GCA_000239395.1	PRJNA60365	SAMN00139653	AFNY00000000.1	representative genome	32507	32507	Neolamprologus brichardi		N.brichardi 1_Salsburger	latest	Scaffold	Major	Full	22/12/2011	NeoBri1.0	Broad Institute	GCF_000239395.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/239/395/GCA_000239395.1_NeoBri1.0		
GCA_000776015.1	PRJNA254053	SAMN03072616	JSUU00000000.1	representative genome	69242	33520	Cyprinodon nevadensis pectoralis		South Scruggs Spring subpopulation	latest	Scaffold	Major	Full	13/11/2014	ASM77601v1	University of Colorado, Boulder	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/776/015/GCA_000776015.1_ASM77601v1		
GCA_001663605.1	PRJNA266827	SAMN03174709	JTCL00000000.1	representative genome	34816	34816	Morone saxatilis	breed=North Carolina State University Domesticated Broodstock SB-2011		latest	Scaffold	Major	Full	16/06/2016	SBDraft1	Striped Bass Genomics	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/605/GCA_001663605.1_SBDraft1		
GCA_001077635.2	PRJNA189551	SAMN03759628	LFLD00000000.1	representative genome	35019	35019	Thamnophis sirtalis		EDBJR-23777	latest	Scaffold	Major	Full	26/06/2015	Thamnophis_sirtalis-6.0	The Genome Institute at Washington University School of Medicine (WUGSC)	GCF_001077635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/077/635/GCA_001077635.2_Thamnophis_sirtalis-6.0		
GCA_001625485.1	PRJNA181087	SAMN01815951	LVCR00000000.1	representative genome	35024	35024	Crotalus horridus		016-059-111	latest	Scaffold	Major	Full	21/04/2016	ASM162548v1	Douglas Rhoads	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/625/485/GCA_001625485.1_ASM162548v1		
GCA_000150855.1	PRJNA29477	SAMN02743801	ABPJ00000000.1	representative genome	35575	35575	Mchenga conophoros	strain=Otter Point		latest	Scaffold	Major	Full	09/07/2008	ASM15085v1	Cichlid Genome Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/150/855/GCA_000150855.1_ASM15085v1		
GCA_000687375.1	PRJNA212901	SAMN02339887	JJRG00000000.1	representative genome	36300	36300	Pelecanus crispus		BGI_N334	latest	Scaffold	Major	Full	09/05/2014	ASM68737v1	BGI	GCF_000687375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/687/375/GCA_000687375.1_ASM68737v1		
GCA_001649575.1	PRJNA317650	SAMN04622665	LWHD00000000.1	representative genome	37003	37003	Kryptolebias marmoratus		JLee-2015	latest	Scaffold	Major	Full	22/05/2016	ASM164957v1	Sungkyunkwan University	GCF_001649575.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/649/575/GCA_001649575.1_ASM164957v1		
GCA_001663955.1	PRJNA290522	SAMN03892719	LHSH00000000.1	na	37003	37003	Kryptolebias marmoratus	strain=RHL		latest	Scaffold	Major	Full	17/06/2016	ASM166395v1	Washington State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/663/955/GCA_001663955.1_ASM166395v1		
GCA_000690875.1	PRJNA212895	SAMN02324832	JJRM00000000.1	representative genome	37040	37040	Gavia stellata		BGI_N328	latest	Scaffold	Major	Full	13/05/2014	ASM69087v1	BGI	GCF_000690875.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/690/875/GCA_000690875.1_ASM69087v1		
GCA_002174335.1	PRJNA327123	SAMN06832916	NFME00000000.1	representative genome	37046	37046	Nannopterum brasilianus		IPA14M001	latest	Scaffold	Major	Full	06/06/2017	ASM217433v1	UCLA	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/174/335/GCA_002174335.1_ASM217433v1		
GCA_000455745.1	PRJNA215016	SAMN02981559	AVPB00000000.1	representative genome	38654	38654	Alligator sinensis			latest	Scaffold	Major	Full	29/08/2013	ASM45574v1	BGI-shenzhen	GCF_000455745.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/455/745/GCA_000455745.1_ASM45574v1		
GCA_002896415.1	PRJNA352726	SAMN05991319	PPEB00000000.1	representative genome	38772	38772	Gopherus agassizii			latest	Scaffold	Major	Full	24/01/2018	ASM289641v1	Arizona State University	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/896/415/GCA_002896415.1_ASM289641v1		
GCA_002197715.1	PRJNA369279	SAMN06283872	MUZQ00000000.1	representative genome	299123	40157	Lonchura striata domestica		white83orange57	latest	Scaffold	Major	Full	19/06/2017	LonStrDom1	HHMI/UCSF	GCF_002197715.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/715/GCA_002197715.1_LonStrDom1		
GCA_002260705.1	PRJDB5856	SAMD00083043	BDQW00000000.1	representative genome	41447	41447	Seriola dumerili		Sdu_G_001	latest	Scaffold	Major	Full	03/08/2017	Sdu_1.0	Genomic breeding group, Research Center for Aquatic Breeding, National Research Institute of aquaculture, FRA	GCF_002260705.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/260/705/GCA_002260705.1_Sdu_1.0		
GCA_001682695.1	PRJNA301891	SAMN04522165	MAUM00000000.1	representative genome	42514	42514	Pygocentrus nattereri		Pna-1	latest	Scaffold	Major	Full	12/07/2016	Pygocentrus_nattereri-1.0.2	McDonnell Genome Institute	GCF_001682695.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/682/695/GCA_001682695.1_Pygocentrus_nattereri-1.0.2		
GCA_000699945.1	PRJNA212890	SAMN02319050	JMFT00000000.1	representative genome	43455	43455	Cathartes aura		BGI_N323	latest	Scaffold	Major	Full	11/06/2014	ASM69994v1	BGI	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/699/945/GCA_000699945.1_ASM69994v1		
GCA_001281735.1	PRJNA277310	SAMN03389315	LAII00000000.1	representative genome	1220523	43581	Zosterops lateralis melanops			latest	Scaffold	Major	Full	14/09/2015	ASM128173v1	Imperial College London	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/281/735/GCA_001281735.1_ASM128173v1		
GCA_001952655.1	PRJNA183073	SAMN06219872	AONE00000000.1	representative genome	43700	43700	Monopterus albus			latest	Scaffold	Major	Full	17/01/2017	M_albus_1.0	Wuhan University	GCF_001952655.1	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/952/655/GCA_001952655.1_M_albus_1.0		
GCA_000385455.1	PRJNA197293	SAMN02981528	ARWJ00000000.1	representative genome	44394	44394	Zonotrichia albicollis		Tan morph	latest	Scaffold	Major	Full	30/04/2013	Zonotrichia_albicollis-1.0.1	White-throated sparrow consortium	GCF_000385455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/455/GCA_000385455.1_Zonotrichia_albicollis-1.0.1		
GCA_002850735.1	PRJNA341682	SAMN05726874	PKOH00000000.1	na	44394	44394	Zonotrichia albicollis		Super-white morph	latest	Scaffold	Major	Full	03/01/2018	WTSP-SWSv1	Georgia Institute of Technology	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/850/735/GCA_002850735.1_WTSP-SWSv1		
GCA_001655095.1	PRJNA238808	SAMN02646017	LXPA00000000.1	representative genome	144762	48154	Phylloscopus trochiloides viridanus		TL2	latest	Scaffold	Major	Full	02/06/2016	GWvir1.0	The University of British Columbia	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/095/GCA_001655095.1_GWvir1.0		
GCA_001655135.1	PRJNA314720	SAMN04539782	LXOZ00000000.1	na	144761	48154	Phylloscopus trochiloides trochiloides		LN10	latest	Scaffold	Major	Full	02/06/2016	GWtro1.0	University of British Columbia	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/655/135/GCA_001655135.1_GWtro1.0		
GCA_000485575.1	PRJNA89109	SAMN02981564	AYCK00000000.1	representative genome	48698	48698	Poecilia formosa			latest	Scaffold	Major	Full	28/10/2013	Poecilia_formosa-5.1.2	Aquatic Genome Models	GCF_000485575.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/485/575/GCA_000485575.1_Poecilia_formosa-5.1.2		
GCA_001443285.1	PRJNA196862	SAMN02048973	LMXD00000000.1	representative genome	48699	48699	Poecilia latipinna		Pla-1442-1.1	latest	Scaffold	Major	Full	13/11/2015	P_latipinna-1.0	The Genome Institute at Washington University School of Medicine (WUGSC)	GCF_001443285.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/443/285/GCA_001443285.1_P_latipinna-1.0		
GCA_001443325.1	PRJNA196869	SAMN02048972	LMXC00000000.1	representative genome	48701	48701	Poecilia mexicana		Pme_1353_1.1	latest	Scaffold	Major	Full	13/11/2015	P_mexicana-1.0	The Genome Institute at Washington University School of Medicine (WUGSC)	GCF_001443325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/443/325/GCA_001443325.1_P_mexicana-1.0		
GCA_001700915.1	PRJNA255814	SAMN02929199	MBAE00000000.1	representative genome	48849	48849	Passer domesticus		8887266	latest	Chromosome	Major	Full	31/08/2016	Passer_domesticus-1.0	Sparrow Genome Consortium	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/700/915/GCA_001700915.1_Passer_domesticus-1.0		
GCA_000277835.1	PRJNA156703	SAMN00839579	AKZB00000000.1	representative genome	48883	48883	Geospiza fortis			latest	Scaffold	Major	Full	25/07/2012	GeoFor_1.0	Beijing Genomics Institute	GCF_000277835.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/277/835/GCA_000277835.1_GeoFor_1.0		
GCA_000708025.2	PRJNA212867	SAMN02296710	JMFX00000000.2	representative genome	50402	50402	Charadrius vociferus		BGI_N301	latest	Scaffold	Major	Full	05/08/2014	ASM70802v2	BGI	GCF_000708025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/708/025/GCA_000708025.2_ASM70802v2		
GCA_000737465.1	PRJNA237821	SAMN02664716	JPRR00000000.1	representative genome	52644	52644	Haliaeetus leucocephalus		CR32	latest	Scaffold	Major	Full	04/08/2014	Haliaeetus_leucocephalus-4.0	The Bald Eagle Consortium	GCF_000737465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/737/465/GCA_000737465.1_Haliaeetus_leucocephalus-4.0		
